,Server_Utilization_Rate_Percent,IT_Equipment_Energy_kWh,Total_Facility_Energy_kWh,PUE_Power_Usage_Effectiveness,DCiE_Data_Center_Infrastructure_Efficiency_Percent,Grid_Carbon_Intensity_gCO2eq_per_kWh,Scope_2_Emissions_kgCO2eq,CUE_Carbon_Usage_Effectiveness_kgCO2eq_per_kWh,WUE_Water_Usage_Effectiveness_L_per_kWh,ERF_Energy_Reuse_Factor,Scope_1_Emissions_kgCO2eq,Scope_3_Emissions_Embodied_Carbon_kgCO2eq,E_Waste_Diversion_Rate_Percent,VM_Density_VMs_per_Host,ITEU_IT_Equipment_Utilization_Percent,Compute_Density_kW_per_Rack,Network_Equipment_Power_Percent_of_IT,ASHRAE_Thermal_Guideline_Conformance_Percent,Delta_T_Across_Racks_C,Cooling_System_Efficiency_kW_per_Ton,CFE_24_7_Carbon_Free_Energy_Score_Percent,Power_Factor,UPS_System_Efficiency_Percent,Server_Refresh_Cycle_Years,Circular_Economy_Percentage,Waste_Diversion_Rate_Percent,Scope_3_Water_Processing_Emissions_kgCO2eq
23/07/25 19:45,67.36,347.09,509.1,1.47,68.18,109.56,55.78,0.16,0.21,0.06,0,4.28,99.8,7,63.99,15.37,12.19,100,12.69,0.26,85.39,0.98,98.85,5.5,22,92,0.04
23/07/25 20:00,72.8,370.26,540.61,1.46,68.49,148.62,80.34,0.22,0.21,0.06,0,4.28,99.8,7,69.16,15.64,12.91,100,12.91,0.26,80.18,0.99,98.99,5.5,22,92,0.04
23/07/25 20:15,70.53,358.1,523.97,1.46,68.34,135.46,70.98,0.2,0.2,0.05,0,4.28,99.8,7,67.01,15.53,12.27,100,12.82,0.26,81.94,0.98,98.61,5.5,22,92,0.04
23/07/25 20:30,70.6,360.33,526.14,1.46,68.48,145.25,76.42,0.21,0.21,0.05,0,4.28,99.8,7,67.07,15.53,13.08,100,12.82,0.26,80.63,0.98,98.88,5.5,22,92,0.04
23/07/25 20:45,71.63,367.74,536.36,1.46,68.56,134.96,72.39,0.2,0.21,0.06,0,4.28,99.8,6,68.05,15.58,13.56,100,12.87,0.26,82.01,0.99,99,5.5,22,92,0.04
23/07/25 21:00,72.38,369.03,538.43,1.46,68.54,140.22,75.5,0.2,0.2,0.06,0,4.28,99.8,6,68.76,15.62,12.79,100,12.9,0.26,81.3,0.98,98.87,5.5,22,92,0.04
23/07/25 21:15,70.67,358.81,524.21,1.46,68.45,159.29,83.5,0.23,0.21,0.06,0,4.28,99.8,8,67.13,15.53,13.62,100,12.83,0.26,78.76,0.99,98.65,5.5,22,92,0.04
23/07/25 21:30,70.31,360.41,526.79,1.46,68.41,147.84,77.88,0.22,0.22,0.06,0,4.28,99.8,6,66.79,15.52,12.55,100,12.81,0.26,80.29,0.98,98.79,5.5,22,92,0.04
23/07/25 21:45,75.3,387.58,559.3,1.44,69.3,123.56,69.11,0.18,0.22,0.05,0,4.28,99.8,6,71.54,15.77,13.7,100,13.01,0.26,83.53,0.98,98.75,5.5,22,92,0.04
23/07/25 22:00,75.64,385.69,559.29,1.45,68.96,177.3,99.16,0.26,0.2,0.05,0,4.28,99.8,7,71.86,15.78,13.47,100,13.03,0.26,76.36,0.99,98.72,5.5,22,92,0.04
23/07/25 22:15,74.27,376.56,547.41,1.45,68.79,156.56,85.7,0.23,0.21,0.05,0,4.28,99.8,7,70.56,15.71,13.73,100,12.97,0.26,79.13,0.99,98.63,5.5,22,92,0.04
23/07/25 22:30,72.33,374.61,542.93,1.45,69,161.59,87.73,0.23,0.2,0.06,0,4.28,99.8,7,68.71,15.62,13.76,100,12.89,0.26,78.45,0.98,98.69,5.5,22,92,0.04
23/07/25 22:45,75.32,382.14,551.9,1.44,69.24,147.04,81.15,0.21,0.19,0.05,0,4.28,99.8,6,71.56,15.77,12.38,100,13.01,0.26,80.39,0.98,98.75,5.5,22,92,0.04
23/07/25 23:00,78.83,401.75,577.81,1.44,69.53,162.55,93.92,0.23,0.21,0.06,0,4.28,99.8,8,74.89,15.94,12.07,100,13.15,0.26,78.33,0.99,98.83,5.5,22,92,0.04
23/07/25 23:15,76.45,388.17,559.89,1.44,69.33,193.17,108.15,0.28,0.19,0.05,0,4.28,99.8,8,72.63,15.82,13.88,100,13.06,0.26,74.24,0.98,98.87,5.5,22,92,0.04
23/07/25 23:30,79.75,412.96,593.75,1.44,69.55,191.74,113.85,0.28,0.18,0.06,0,4.28,99.8,8,75.76,15.99,13.9,100,13.19,0.26,74.43,0.98,98.77,5.5,22,92,0.04
23/07/25 23:45,74.6,382.41,556.64,1.46,68.7,176.91,98.48,0.26,0.21,0.05,0,4.28,99.8,7,70.87,15.73,12.97,100,12.98,0.26,76.41,0.99,98.71,5.5,22,92,0.04
24/07/25 0:00,71.34,370.72,537.94,1.45,68.91,189.35,101.86,0.27,0.2,0.05,0,4.28,99.8,8,67.77,15.57,12.47,100,12.85,0.26,74.75,0.98,98.64,5.5,22,92,0.04
24/07/25 0:15,70.57,364.91,530.35,1.45,68.81,212.36,112.62,0.31,0.19,0.06,0,4.28,99.8,8,67.04,15.53,12.62,100,12.82,0.26,71.69,0.98,98.7,5.5,22,92,0.04
24/07/25 0:30,72.07,372.89,541.4,1.45,68.88,189.09,102.37,0.27,0.2,0.06,0,4.28,99.8,6,68.46,15.6,13.16,100,12.88,0.26,74.79,0.98,98.64,5.5,22,92,0.04
24/07/25 0:45,71.31,368.04,538.37,1.46,68.36,181.29,97.6,0.27,0.22,0.05,0,4.28,99.8,7,67.75,15.57,12.35,100,12.85,0.26,75.83,0.98,98.89,5.5,22,92,0.04
24/07/25 1:00,72.79,375.82,543.98,1.45,69.09,218.48,118.85,0.32,0.18,0.06,0,4.28,99.8,6,69.15,15.64,12.15,100,12.91,0.26,70.87,0.98,98.72,5.5,22,92,0.03
24/07/25 1:15,72.73,377.44,548.69,1.45,68.79,218.24,119.75,0.32,0.2,0.06,0,4.28,99.8,8,69.09,15.64,13.01,100,12.91,0.26,70.9,0.99,98.81,5.5,22,92,0.04
24/07/25 1:30,74.21,380.4,552.07,1.45,68.9,235.15,129.82,0.34,0.21,0.05,0,4.28,99.8,8,70.5,15.71,13.78,100,12.97,0.26,68.65,0.99,98.88,5.5,22,92,0.04
24/07/25 1:45,71.39,371.88,542.13,1.46,68.6,234.89,127.34,0.34,0.2,0.06,0,4.28,99.8,7,67.82,15.57,12.75,100,12.86,0.26,68.68,0.98,98.96,5.5,22,92,0.04
24/07/25 2:00,79.05,407.81,588.86,1.44,69.25,238.54,140.46,0.34,0.19,0.05,0,4.28,99.8,6,75.1,15.95,12.17,100,13.16,0.26,68.2,0.98,98.67,5.5,22,92,0.04
24/07/25 2:15,75.14,386.96,559.44,1.45,69.17,226.97,126.97,0.33,0.22,0.06,0,4.28,99.8,6,71.38,15.76,12.2,100,13.01,0.26,69.74,0.99,98.56,5.5,22,92,0.04
24/07/25 2:30,79.27,408.16,587.58,1.44,69.46,246.46,144.81,0.35,0.2,0.06,0,4.28,99.8,7,75.31,15.96,13.17,100,13.17,0.26,67.14,0.99,98.95,5.5,22,92,0.04
24/07/25 2:45,76.96,399.41,578.97,1.45,68.99,221.24,128.09,0.32,0.21,0.05,0,4.28,99.8,8,73.11,15.85,13.26,100,13.08,0.26,70.5,0.98,98.66,5.5,22,92,0.04
24/07/25 3:00,76.84,397.63,576.01,1.45,69.03,243.83,140.45,0.35,0.21,0.05,0,4.28,99.8,7,73,15.84,13.86,100,13.07,0.26,67.49,0.98,98.5,5.5,22,92,0.04
24/07/25 3:15,81.02,419.16,601.84,1.44,69.65,267.71,161.12,0.38,0.19,0.05,0,4.28,99.8,7,76.97,16.05,13.87,100,13.24,0.26,64.31,0.99,98.76,5.5,22,92,0.04
24/07/25 3:30,75.59,384.37,558.08,1.45,68.87,267.87,149.49,0.39,0.18,0.06,0,4.28,99.8,6,71.81,15.78,13.94,100,13.02,0.26,64.28,0.98,98.62,5.5,22,92,0.04
24/07/25 3:45,77.29,399.25,578.04,1.45,69.07,258.39,149.36,0.37,0.2,0.05,0,4.28,99.8,8,73.43,15.86,13.12,100,13.09,0.26,65.55,0.99,98.56,5.5,22,92,0.04
24/07/25 4:00,81.21,411.24,593.71,1.44,69.27,285.34,169.41,0.41,0.22,0.06,0,4.28,99.8,8,77.15,16.06,12.23,100,13.25,0.26,61.95,0.98,98.54,5.5,22,92,0.04
24/07/25 4:15,77.52,399.12,578.61,1.45,68.98,274.88,159.05,0.4,0.2,0.05,0,4.28,99.8,8,73.64,15.88,13.91,100,13.1,0.26,63.35,0.99,98.7,5.5,22,92,0.04
24/07/25 4:30,79.15,404.76,582.08,1.44,69.54,274.33,159.68,0.39,0.22,0.05,0,4.28,99.8,7,75.2,15.96,13.44,100,13.17,0.26,63.42,0.99,98.68,5.5,22,92,0.04
24/07/25 4:45,80.21,407.77,589.53,1.45,69.17,285.1,168.08,0.41,0.18,0.05,0,4.28,99.8,9,76.2,16.01,12.7,100,13.21,0.26,61.99,0.98,98.85,5.5,22,92,0.04
24/07/25 5:00,78.22,404.55,583.7,1.44,69.31,284.41,166.01,0.41,0.19,0.05,0,4.28,99.8,7,74.31,15.91,13.87,100,13.13,0.26,62.08,0.99,98.95,5.5,22,92,0.04
24/07/25 5:15,78.69,405.06,585.9,1.45,69.13,262.46,153.77,0.38,0.21,0.05,0,4.28,99.8,6,74.76,15.93,13.02,100,13.15,0.26,65.01,0.98,98.81,5.5,22,92,0.04
24/07/25 5:30,83.39,426.9,613.64,1.44,69.57,279.43,171.47,0.4,0.22,0.06,0,4.28,99.8,8,79.22,16.17,13.47,100,13.34,0.26,62.74,0.99,98.7,5.5,22,92,0.05
24/07/25 5:45,81.21,414.41,594.34,1.43,69.73,261.28,155.29,0.37,0.2,0.06,0,4.28,99.8,8,77.15,16.06,13.93,100,13.25,0.26,65.16,0.98,98.55,5.5,22,92,0.04
24/07/25 6:00,83.6,432.11,619.95,1.43,69.7,268.3,166.33,0.38,0.22,0.05,0,4.28,99.8,7,79.42,16.18,13.84,100,13.34,0.26,64.23,0.99,98.58,5.5,22,92,0.05
24/07/25 6:15,83.39,423.22,609.63,1.44,69.42,273.82,166.93,0.39,0.22,0.06,0,4.28,99.8,8,79.22,16.17,13.1,100,13.34,0.26,63.49,0.99,98.95,5.5,22,92,0.05
24/07/25 6:30,79.18,407.97,586.55,1.44,69.55,287.45,168.6,0.41,0.18,0.05,0,4.28,99.8,8,75.22,15.96,12.03,100,13.17,0.26,61.67,0.98,98.87,5.5,22,92,0.04
24/07/25 6:45,81.04,411.86,591.72,1.44,69.6,299.56,177.26,0.43,0.18,0.06,0,4.28,99.8,9,76.99,16.05,12.78,100,13.24,0.26,60.06,0.98,98.86,5.5,22,92,0.04
24/07/25 7:00,79.2,409.47,588.31,1.44,69.6,273.86,161.11,0.39,0.19,0.05,0,4.28,99.8,7,75.24,15.96,13.2,100,13.17,0.26,63.49,0.99,98.65,5.5,22,92,0.04
24/07/25 7:15,81.62,420.93,604.11,1.44,69.68,287.11,173.44,0.41,0.18,0.06,0,4.28,99.8,9,77.54,16.08,13.06,100,13.26,0.26,61.72,0.98,98.98,5.5,22,92,0.04
24/07/25 7:30,80.7,411.4,594.53,1.45,69.2,260.03,154.6,0.38,0.22,0.06,0,4.28,99.8,7,76.66,16.03,13.81,100,13.23,0.26,65.33,0.98,98.99,5.5,22,92,0.05
24/07/25 7:45,83.14,422.76,606.56,1.43,69.7,258.87,157.02,0.37,0.19,0.06,0,4.28,99.8,8,78.98,16.16,13.3,100,13.33,0.26,65.48,0.98,98.66,5.5,22,92,0.04
24/07/25 8:00,79.33,409.15,588.24,1.44,69.56,273.94,161.14,0.39,0.19,0.05,0,4.28,99.8,7,75.36,15.97,13.56,100,13.17,0.26,63.47,0.99,98.95,5.5,22,92,0.04
24/07/25 8:15,78.85,401.21,581.44,1.45,69,258.77,150.46,0.38,0.19,0.05,0,4.28,99.8,7,74.9,15.94,12.5,100,13.15,0.26,65.5,0.98,98.92,5.5,22,92,0.04
24/07/25 8:30,82.72,423.79,610.85,1.44,69.38,287.46,175.6,0.41,0.19,0.05,0,4.28,99.8,7,78.58,16.14,13.29,100,13.31,0.26,61.67,0.98,98.69,5.5,22,92,0.04
24/07/25 8:45,80.31,410.11,591.19,1.44,69.37,251.21,148.51,0.36,0.21,0.05,0,4.28,99.8,8,76.3,16.02,12.23,100,13.21,0.26,66.51,0.98,98.6,5.5,22,92,0.04
24/07/25 9:00,77.26,397.59,572.45,1.44,69.46,243.95,139.65,0.35,0.2,0.05,0,4.28,99.8,6,73.4,15.86,13.68,100,13.09,0.26,67.47,0.99,98.51,5.5,22,92,0.04
24/07/25 9:15,75.9,386.9,559.76,1.45,69.12,264.25,147.91,0.38,0.2,0.05,0,4.28,99.8,6,72.1,15.79,13.33,100,13.04,0.26,64.77,0.99,98.53,5.5,22,92,0.04
24/07/25 9:30,79.42,403.41,582.66,1.44,69.24,239.52,139.56,0.35,0.21,0.06,0,4.28,99.8,7,75.45,15.97,13.31,100,13.18,0.26,68.06,0.98,98.53,5.5,22,92,0.04
24/07/25 9:45,75.91,390.06,562.87,1.44,69.3,257.46,144.92,0.37,0.21,0.05,0,4.28,99.8,6,72.11,15.8,13.95,100,13.04,0.26,65.67,0.99,98.54,5.5,22,92,0.04
24/07/25 10:00,73.82,377.47,548.64,1.45,68.8,256.84,140.91,0.37,0.2,0.06,0,4.28,99.8,7,70.13,15.69,13.3,100,12.95,0.26,65.76,0.98,98.81,5.5,22,92,0.04
24/07/25 10:15,77.48,397.83,577.06,1.45,68.94,250.6,144.61,0.36,0.22,0.05,0,4.28,99.8,8,73.6,15.87,13.14,100,13.1,0.26,66.59,0.98,98.53,5.5,22,92,0.04
24/07/25 10:30,76.13,394.37,570.45,1.45,69.13,229.41,130.87,0.33,0.21,0.05,0,4.28,99.8,7,72.32,15.81,12.49,100,13.05,0.26,69.41,0.99,98.76,5.5,22,92,0.04
24/07/25 10:45,77.32,399,576.07,1.44,69.26,235.02,135.39,0.34,0.2,0.06,0,4.28,99.8,6,73.45,15.87,12.87,100,13.09,0.26,68.66,0.99,98.66,5.5,22,92,0.04
24/07/25 11:00,72.57,371.39,538.91,1.45,68.92,220.4,118.78,0.32,0.18,0.05,0,4.28,99.8,8,68.94,15.63,12.25,100,12.9,0.26,70.61,0.98,98.78,5.5,22,92,0.03
24/07/25 11:15,76.84,395.85,574.35,1.45,68.92,221.24,127.07,0.32,0.2,0.06,0,4.28,99.8,8,73,15.84,13.65,100,13.07,0.26,70.5,0.98,99,5.5,22,92,0.04
24/07/25 11:30,76.55,393.93,569.42,1.45,69.18,235.95,134.35,0.34,0.21,0.05,0,4.28,99.8,7,72.73,15.83,12.62,100,13.06,0.26,68.54,0.99,98.57,5.5,22,92,0.04
24/07/25 11:45,72,370.31,541.35,1.46,68.4,201.62,109.15,0.29,0.2,0.05,0,4.28,99.8,8,68.4,15.6,12.56,100,12.88,0.26,73.12,0.99,98.65,5.5,22,92,0.04
24/07/25 12:00,69.57,355.94,520.83,1.46,68.34,207,107.81,0.3,0.18,0.05,0,4.28,99.8,5,66.09,15.48,12.57,100,12.78,0.26,72.4,0.99,98.56,5.5,22,92,0.03
24/07/25 12:15,70.57,366.9,534.3,1.46,68.67,206.51,110.34,0.3,0.22,0.06,0,4.28,99.8,8,67.04,15.53,13.65,100,12.82,0.26,72.47,0.98,98.69,5.5,22,92,0.04
24/07/25 12:30,72.58,376.4,547.85,1.46,68.7,215.22,117.91,0.31,0.19,0.06,0,4.28,99.8,8,68.95,15.63,12.51,100,12.9,0.26,71.3,0.99,98.63,5.5,22,92,0.04
24/07/25 12:45,73.95,378.32,548.8,1.45,68.94,211.77,116.22,0.31,0.2,0.06,0,4.28,99.8,7,70.25,15.7,12.65,100,12.96,0.26,71.76,0.99,98.71,5.5,22,92,0.04
24/07/25 13:00,70.07,358.36,521.32,1.45,68.74,192.92,100.57,0.28,0.21,0.06,0,4.28,99.8,6,66.56,15.5,12.91,100,12.8,0.26,74.28,0.98,98.82,5.5,22,92,0.04
24/07/25 13:15,68.06,347.81,509.42,1.46,68.28,168.37,85.77,0.25,0.21,0.06,0,4.28,99.8,6,64.66,15.4,13.21,100,12.72,0.26,77.55,0.98,98.67,5.5,22,92,0.04
24/07/25 13:30,71.13,364.46,533.21,1.46,68.35,195.35,104.17,0.29,0.18,0.05,0,4.28,99.8,8,67.57,15.56,12.49,100,12.85,0.26,73.95,0.98,98.75,5.5,22,92,0.03
24/07/25 13:45,66.61,342.13,503.88,1.47,67.9,188.74,95.1,0.28,0.19,0.05,0,4.28,99.8,7,63.27,15.33,12.54,100,12.66,0.26,74.83,0.98,98.71,5.5,22,92,0.03
24/07/25 14:00,69.4,352.71,517.8,1.47,68.12,140.62,72.81,0.21,0.19,0.06,0,4.28,99.8,7,65.93,15.47,13.92,100,12.78,0.26,81.25,0.98,98.88,5.5,22,92,0.03
24/07/25 14:15,64.07,327.23,480.84,1.47,68.05,178.35,85.76,0.26,0.19,0.05,0,4.28,99.8,5,60.86,15.2,12.96,100,12.56,0.26,76.22,0.99,98.79,5.5,22,92,0.03
24/07/25 14:30,69.09,353.62,515.5,1.46,68.6,166.11,85.63,0.24,0.19,0.06,0,4.28,99.8,7,65.63,15.45,12.47,100,12.76,0.26,77.85,0.99,98.96,5.5,22,92,0.03
24/07/25 14:45,65,331.93,488.71,1.47,67.92,144.44,70.59,0.21,0.21,0.06,0,4.28,99.8,5,61.75,15.25,12.46,100,12.6,0.26,80.74,0.98,98.56,5.5,22,92,0.04
24/07/25 15:00,67.21,344.51,503.57,1.46,68.41,163.15,82.16,0.24,0.2,0.05,0,4.28,99.8,5,63.85,15.36,12.87,100,12.69,0.26,78.25,0.99,98.75,5.5,22,92,0.04
24/07/25 15:15,64.85,331.98,490.18,1.48,67.73,137.11,67.21,0.2,0.19,0.05,0,4.28,99.8,7,61.61,15.24,13.5,100,12.59,0.25,81.72,0.99,98.64,5.5,22,92,0.03
24/07/25 15:30,63.98,329.76,487.29,1.48,67.67,124.87,60.85,0.18,0.19,0.05,0,4.28,99.8,5,60.78,15.2,12.35,100,12.56,0.25,83.35,0.99,98.6,5.5,22,92,0.03
24/07/25 15:45,66.46,341.94,501.89,1.47,68.13,151.1,75.84,0.22,0.21,0.06,0,4.28,99.8,7,63.14,15.32,13.45,100,12.66,0.26,79.85,0.98,98.97,5.5,22,92,0.04
24/07/25 16:00,62.45,319.83,472.21,1.48,67.73,142.82,67.44,0.21,0.21,0.05,0,4.28,99.8,6,59.33,15.12,13.98,100,12.5,0.25,80.96,0.99,98.89,5.5,22,92,0.03
24/07/25 16:15,60.46,312.45,462.84,1.48,67.51,126.51,58.55,0.19,0.19,0.05,0,4.28,99.8,7,57.43,15.02,12.03,100,12.42,0.25,83.13,0.98,98.62,5.5,22,92,0.03
24/07/25 16:30,61.24,317.53,467.86,1.47,67.87,131.58,61.56,0.19,0.2,0.06,0,4.28,99.8,6,58.17,15.06,13.16,100,12.45,0.26,82.46,0.99,98.65,5.5,22,92,0.03
24/07/25 16:45,65.84,334.92,493.35,1.47,67.89,146.7,72.38,0.22,0.21,0.06,0,4.28,99.8,7,62.55,15.29,13.09,100,12.63,0.26,80.44,0.99,98.82,5.5,22,92,0.04
24/07/25 17:00,60.57,311.21,462.44,1.49,67.3,137.79,63.72,0.2,0.21,0.05,0,4.28,99.8,7,57.54,15.03,12.56,100,12.42,0.25,81.63,0.98,98.65,5.5,22,92,0.03
24/07/25 17:15,64.36,329.91,487.73,1.48,67.64,125.75,61.33,0.19,0.19,0.06,0,4.28,99.8,6,61.14,15.22,12.52,100,12.57,0.25,83.23,0.98,98.52,5.5,22,92,0.03
24/07/25 17:30,61.04,318.75,471.45,1.48,67.61,141.65,66.78,0.21,0.22,0.05,0,4.28,99.8,6,57.99,15.05,13.67,100,12.44,0.25,81.11,0.98,98.51,5.5,22,92,0.03
24/07/25 17:45,63.38,331.36,490.17,1.48,67.6,106.69,52.3,0.16,0.21,0.05,0,4.28,99.8,7,60.21,15.17,12.32,100,12.54,0.25,85.77,0.98,98.53,5.5,22,92,0.03
24/07/25 18:00,62.34,317.89,470.64,1.48,67.54,127.45,59.98,0.19,0.21,0.05,0,4.28,99.8,6,59.22,15.12,13.63,100,12.49,0.25,83.01,0.99,98.87,5.5,22,92,0.03
24/07/25 18:15,62.06,315.61,469.79,1.49,67.18,132.3,62.15,0.2,0.21,0.05,0,4.28,99.8,7,58.96,15.1,12.94,100,12.48,0.25,82.36,0.99,98.84,5.5,22,92,0.03
24/07/25 18:30,61.85,320.49,474.41,1.48,67.55,126.95,60.23,0.19,0.2,0.06,0,4.28,99.8,5,58.76,15.09,13.34,100,12.47,0.25,83.07,0.99,98.74,5.5,22,92,0.03
24/07/25 18:45,61.5,312.73,461.84,1.48,67.71,112.95,52.17,0.17,0.19,0.05,0,4.28,99.8,6,58.43,15.08,12.12,100,12.46,0.25,84.94,0.98,98.71,5.5,22,92,0.03
24/07/25 19:00,63.13,321.27,475.19,1.48,67.61,123.65,58.76,0.18,0.21,0.05,0,4.28,99.8,7,59.97,15.16,12.69,100,12.53,0.25,83.51,0.99,98.77,5.5,22,92,0.03
24/07/25 19:15,60.09,313.92,467.26,1.49,67.18,124.6,58.22,0.19,0.19,0.05,0,4.28,99.8,7,57.08,15,13.03,100,12.4,0.25,83.39,0.99,98.57,5.5,22,92,0.03
24/07/25 19:30,59.48,309.72,461.23,1.49,67.15,108.58,50.08,0.16,0.21,0.05,0,4.28,99.8,6,56.51,14.97,13.13,100,12.38,0.25,85.52,0.99,98.56,5.5,22,92,0.03
24/07/25 19:45,63.88,328.21,484.89,1.48,67.69,115.36,55.94,0.17,0.19,0.06,0,4.28,99.8,7,60.68,15.19,12.83,100,12.56,0.25,84.62,0.99,98.76,5.5,22,92,0.03
24/07/25 20:00,65.38,334.33,492.37,1.47,67.9,139.29,68.58,0.21,0.2,0.05,0,4.28,99.8,6,62.12,15.27,13.05,100,12.62,0.26,81.43,0.99,98.53,5.5,22,92,0.03
24/07/25 20:15,64.09,332.8,489.44,1.47,68,110.92,54.29,0.16,0.19,0.05,0,4.28,99.8,7,60.88,15.2,13.23,100,12.56,0.26,85.21,0.98,98.76,5.5,22,92,0.03
24/07/25 20:30,61.81,319.64,472.07,1.48,67.71,139.09,65.66,0.21,0.19,0.06,0,4.28,99.8,7,58.72,15.09,12.47,100,12.47,0.25,81.46,0.99,98.52,5.5,22,92,0.03
24/07/25 20:45,61.88,318.04,469.94,1.48,67.68,124.65,58.58,0.18,0.19,0.06,0,4.28,99.8,5,58.78,15.09,12.17,100,12.48,0.25,83.38,0.99,98.54,5.5,22,92,0.03
24/07/25 21:00,61.95,322.16,477.66,1.48,67.45,130.05,62.12,0.19,0.21,0.05,0,4.28,99.8,5,58.85,15.1,12.18,100,12.48,0.25,82.66,0.99,98.68,5.5,22,92,0.03
24/07/25 21:15,62.02,320.33,474.37,1.48,67.53,155.74,73.88,0.23,0.19,0.05,0,4.28,99.8,7,58.92,15.1,13.32,100,12.48,0.25,79.23,0.99,98.67,5.5,22,92,0.03
24/07/25 21:30,61.45,320.87,474.51,1.48,67.62,136.03,64.55,0.2,0.22,0.06,0,4.28,99.8,6,58.37,15.07,12.05,100,12.46,0.25,81.86,0.99,98.81,5.5,22,92,0.03
24/07/25 21:45,62.03,321.33,477.21,1.49,67.33,131.18,62.6,0.19,0.2,0.05,0,4.28,99.8,5,58.93,15.1,12.12,100,12.48,0.25,82.51,0.98,98.94,5.5,22,92,0.03
24/07/25 22:00,66.15,344.01,504.52,1.47,68.19,177.94,89.78,0.26,0.21,0.06,0,4.28,99.8,6,62.84,15.31,13.87,100,12.65,0.26,76.27,0.99,98.64,5.5,22,92,0.04
24/07/25 22:15,68.32,349.3,512.3,1.47,68.18,157.92,80.9,0.23,0.21,0.06,0,4.28,99.8,6,64.9,15.42,12.85,100,12.73,0.26,78.94,0.98,98.71,5.5,22,92,0.04
24/07/25 22:30,69.12,359.45,526.7,1.47,68.25,175.38,92.37,0.26,0.19,0.06,0,4.28,99.8,5,65.66,15.46,12.33,100,12.76,0.26,76.62,0.98,98.74,5.5,22,92,0.03
24/07/25 22:45,66.09,345.3,506.68,1.47,68.15,143.05,72.48,0.21,0.2,0.06,0,4.28,99.8,7,62.78,15.3,13.75,100,12.64,0.26,80.93,0.98,98.85,5.5,22,92,0.03
24/07/25 23:00,68.67,356.03,521.54,1.46,68.26,183.21,95.55,0.27,0.18,0.06,0,4.28,99.8,6,65.24,15.43,13.05,100,12.75,0.26,75.57,0.99,98.98,5.5,22,92,0.03
24/07/25 23:15,67.43,351.27,515.48,1.47,68.14,198.7,102.43,0.29,0.2,0.06,0,4.28,99.8,7,64.06,15.37,12.03,100,12.7,0.26,73.51,0.99,98.95,5.5,22,92,0.04
24/07/25 23:30,67.55,348.08,512,1.47,67.98,195.57,100.13,0.29,0.18,0.05,0,4.28,99.8,6,64.17,15.38,13.03,100,12.7,0.26,73.92,0.99,98.81,5.5,22,92,0.03
24/07/25 23:45,71.57,365.03,532.62,1.46,68.53,177.81,94.71,0.26,0.19,0.06,0,4.28,99.8,7,68,15.58,13.37,100,12.86,0.26,76.29,0.99,98.83,5.5,22,92,0.04
25/07/25 0:00,56.61,296.04,442.7,1.5,66.87,187.47,82.99,0.28,0.19,0.05,0,4.28,99.8,4,53.78,14.83,12.42,100,12.26,0.25,75,0.99,98.66,5.5,22,92,0.03
25/07/25 0:15,57.62,301.18,448.44,1.49,67.16,191.98,86.09,0.29,0.21,0.05,0,4.28,99.8,6,54.74,14.88,13.33,100,12.3,0.25,74.4,0.98,98.87,5.5,22,92,0.03
25/07/25 0:30,60.96,312.27,461.05,1.48,67.73,204.92,94.48,0.3,0.19,0.06,0,4.28,99.8,6,57.91,15.05,13.82,100,12.44,0.25,72.68,0.99,98.82,5.5,22,92,0.03
25/07/25 0:45,59.52,308.33,456.69,1.48,67.51,185.53,84.73,0.27,0.19,0.05,0,4.28,99.8,5,56.55,14.98,12.55,100,12.38,0.25,75.26,0.99,98.61,5.5,22,92,0.03
25/07/25 1:00,59.19,305.25,453.94,1.49,67.25,217.37,98.67,0.32,0.18,0.06,0,4.28,99.8,5,56.23,14.96,12.25,100,12.37,0.25,71.02,0.98,98.77,5.5,22,92,0.03
25/07/25 1:15,59.54,306.59,454.39,1.48,67.47,227.22,103.25,0.34,0.22,0.05,0,4.28,99.8,4,56.56,14.98,13.44,100,12.38,0.25,69.7,0.98,98.94,5.5,22,92,0.03
25/07/25 1:30,60.09,315.44,466.49,1.48,67.62,227.26,106.01,0.34,0.22,0.05,0,4.28,99.8,6,57.09,15,13.77,100,12.4,0.25,69.7,0.99,98.71,5.5,22,92,0.03
25/07/25 1:45,60.1,314.43,467.67,1.49,67.23,236.6,110.65,0.35,0.21,0.06,0,4.28,99.8,6,57.1,15.01,13.82,100,12.4,0.25,68.45,0.98,98.77,5.5,22,92,0.03
25/07/25 2:00,62.51,321.81,477.14,1.48,67.45,230.58,110.02,0.34,0.18,0.06,0,4.28,99.8,5,59.38,15.13,13.21,100,12.5,0.25,69.26,0.98,98.66,5.5,22,92,0.03
25/07/25 2:15,60.99,314.44,466.14,1.48,67.46,230.3,107.35,0.34,0.21,0.06,0,4.28,99.8,6,57.94,15.05,12.19,100,12.44,0.25,69.29,0.98,98.73,5.5,22,92,0.03
25/07/25 2:30,64.34,328.68,486.18,1.48,67.61,220.82,107.36,0.33,0.19,0.06,0,4.28,99.8,7,61.13,15.22,13,100,12.57,0.25,70.56,0.98,98.85,5.5,22,92,0.03
